"id","timestamp","type","value"
"57","17/03/2016 16:14:58","hostname","bakery.woodwardcounseling.com"
"57","17/03/2016 16:14:59","hostname","groccery.woodwardcounseling.org"
"65","03/06/2018 18:06:28","hostname","pool.blockbitcoin.com"
"65","03/06/2018 18:06:29","hostname","ssl2.blockbitcoin.com"
"65","03/06/2018 18:06:29","hostname","xmr.enjoytopic.tk"
"65","03/06/2018 18:06:30","hostname","down.cacheoffer.tk"
"65","03/06/2018 18:06:31","hostname","dzebppteh32lz.cloudfront.net"
"65","03/06/2018 18:06:32","hostname","dazqc4f140wtl.cloudfront.net"
"65","03/06/2018 18:06:32","hostname","androidapt.s3-accelerate.amazonaws.com"
"65","03/06/2018 18:06:33","hostname","winapt.s3-accelerate.amazonaws.com"
"70","09/11/2017 22:14:46","hostname","grhq.mycompany.com"
"70","09/11/2017 22:14:46","hostname","financeforautos.com"
"70","09/11/2017 22:14:46","hostname","galeona.com"
"70","09/11/2017 22:14:46","hostname","giancarlovaccari.com"
"70","09/11/2017 22:14:46","hostname","gotcaughtdui.com"
"70","09/11/2017 22:14:46","hostname","with-hair.co.jp"
"70","09/11/2017 22:14:46","hostname","www.test.doctorsordersltd.co.uk"
"70","09/11/2017 22:14:46","hostname","teesaddiction.com"
"70","09/11/2017 22:14:46","hostname","christaminiatures.nl"
"70","09/11/2017 22:14:46","hostname","336.linux1.testsider.dk"
"70","09/11/2017 22:14:47","hostname","florastor.net"
"70","09/11/2017 22:14:47","hostname","heinzig.info"
"70","09/11/2017 22:14:47","hostname","muchinfaket.net"
"71","03/08/2018 07:53:54","hostname","barinovbb.had.su"
"71","03/08/2018 07:53:55","hostname","barinoh9.beget.tech"
"71","03/08/2018 07:53:56","hostname","mts2015stm.myjino.ru"
"72","21/10/2017 13:04:24","hostname","googleservhlp.oicp.net"
"72","21/10/2017 13:04:24","hostname","iponetest.eicp.net"
"72","21/10/2017 13:04:24","hostname","myofficedesktop.rkfree.net"
"72","21/10/2017 13:04:24","hostname","asd887655.6655.la"
"72","21/10/2017 13:04:24","hostname","test.ymyoo.xyz"
"73","16/08/2016 15:19:27","hostname","sp2.cba.pl"
"73","16/08/2016 15:19:28","hostname","www.ferienhaus-mesa.at"
"73","16/08/2016 15:19:28","hostname","www.gcs-crostolo.it"
"73","16/08/2016 15:19:29","hostname","www.lefaos.50webs.com"
"73","16/08/2016 15:19:29","hostname","www.mediatoponline.it"
"73","16/08/2016 15:28:34","hostname","hoshiomi.yu-nagi.com"
"73","16/08/2016 15:28:36","hostname","www.gianlucaboezio.it"
"73","16/08/2016 15:28:37","hostname","www.greatidea.de"
"74","24/11/2014 12:28:23","hostname","check.zzux.com"
"74","24/11/2014 12:28:23","hostname","check.bfinancea.net"
"74","24/11/2014 12:28:23","hostname","futuresgolda.com"
"74","24/11/2014 12:28:23","hostname","systemupdate3.suroot.com"
"74","24/11/2014 12:28:23","hostname","www.99112.net"
"74","24/11/2014 12:28:23","hostname","hosting.agent-dns.com"
"74","24/11/2014 12:28:23","hostname","ms.dellindustry.com"
"74","24/11/2014 12:28:23","hostname","spacecorp.sizn-ru.com"
